"epi_week","state","loc","cases","incidence_per_100000","epi_week_date_dmy"
192801,"PA","PENNSYLVANIA",0,0,1928-01-07
192801,"GA","GEORGIA",1,0.03,1928-01-07
192801,"IN","INDIANA",1,0.03,1928-01-07
192801,"ME","MAINE",0,0,1928-01-07
192801,"NE","NEBRASKA",1,0.07,1928-01-07
192801,"WV","WEST VIRGINIA",1,0.06,1928-01-07
192801,"MN","MINNESOTA",0,0,1928-01-07
192801,"CA","CALIFORNIA",9,0.17,1928-01-07
192801,"NC","NORTH CAROLINA",0,0,1928-01-07
192801,"NY","NEW YORK",9,0.08,1928-01-07
192801,"WI","WISCONSIN",1,0.03,1928-01-07
192801,"SC","SOUTH CAROLINA",1,0.06,1928-01-07
192801,"MI","MICHIGAN",2,0.04,1928-01-07
192801,"OR","OREGON",6,0.64,1928-01-07
192801,"NM","NEW MEXICO",0,0,1928-01-07
192801,"FL","FLORIDA",0,0,1928-01-07
192801,"NJ","NEW JERSEY",3,0.08,1928-01-07
192801,"LA","LOUISIANA",0,0,1928-01-07
192801,"WY","WYOMING",0,0,1928-01-07
192801,"MT","MONTANA",1,0.18,1928-01-07
192801,"CT","CONNECTICUT",0,0,1928-01-07
192801,"KS","KANSAS",0,0,1928-01-07
192801,"OH","OHIO",1,0.02,1928-01-07
192801,"TN","TENNESSEE",1,0.04,1928-01-07
192801,"OK","OKLAHOMA",0,0,1928-01-07
192801,"MA","MASSACHUSETTS",6,0.14,1928-01-07
192801,"AR","ARKANSAS",0,0,1928-01-07
192801,"CO","COLORADO",4,0.39,1928-01-07
192801,"IA","IOWA",2,0.08,1928-01-07
192801,"KY","KENTUCKY",0,0,1928-01-07
192801,"AL","ALABAMA",0,0,1928-01-07
192801,"RI","RHODE ISLAND",0,0,1928-01-07
192801,"DE","DELAWARE",0,0,1928-01-07
192801,"ID","IDAHO",0,0,1928-01-07
192801,"UT","UTAH",0,0,1928-01-07
192801,"MS","MISSISSIPPI",0,0,1928-01-07
192801,"WA","WASHINGTON",4,0.26,1928-01-07
192801,"TX","TEXAS",3,0.05,1928-01-07
192801,"IL","ILLINOIS",2,0.03,1928-01-07
192801,"SD","SOUTH DAKOTA",0,0,1928-01-07
192801,"MD","MARYLAND",1,0.06,1928-01-07
192801,"VT","VERMONT",0,0,1928-01-07
192801,"AZ","ARIZONA",0,0,1928-01-07
192801,"MO","MISSOURI",1,0.03,1928-01-07
192802,"CO","COLORADO",2,0.2,1928-01-14
192802,"AR","ARKANSAS",0,0,1928-01-14
192802,"ME","MAINE",1,0.13,1928-01-14
192802,"MI","MICHIGAN",2,0.04,1928-01-14
192802,"AL","ALABAMA",0,0,1928-01-14
192802,"TX","TEXAS",2,0.04,1928-01-14
192802,"GA","GEORGIA",0,0,1928-01-14
192802,"NM","NEW MEXICO",0,0,1928-01-14
192802,"FL","FLORIDA",0,0,1928-01-14
192802,"SC","SOUTH CAROLINA",1,0.06,1928-01-14
192802,"IN","INDIANA",1,0.03,1928-01-14
192802,"ND","NORTH DAKOTA",3,0.45,1928-01-14
192802,"NJ","NEW JERSEY",1,0.03,1928-01-14
192802,"IL","ILLINOIS",1,0.01,1928-01-14
192802,"WV","WEST VIRGINIA",4,0.24,1928-01-14
192802,"KS","KANSAS",4,0.22,1928-01-14
192802,"NC","NORTH CAROLINA",1,0.03,1928-01-14
192802,"OR","OREGON",4,0.43,1928-01-14
192802,"MT","MONTANA",0,0,1928-01-14
192802,"MA","MASSACHUSETTS",6,0.14,1928-01-14
192802,"MN","MINNESOTA",1,0.04,1928-01-14
192802,"MS","MISSISSIPPI",0,0,1928-01-14
192802,"OK","OKLAHOMA",1,0.04,1928-01-14
192802,"TN","TENNESSEE",1,0.04,1928-01-14
192802,"NE","NEBRASKA",1,0.07,1928-01-14
192802,"LA","LOUISIANA",1,0.05,1928-01-14
192802,"MO","MISSOURI",2,0.06,1928-01-14
192802,"CT","CONNECTICUT",0,0,1928-01-14
192802,"KY","KENTUCKY",0,0,1928-01-14
192802,"ID","IDAHO",0,0,1928-01-14
192802,"WA","WASHINGTON",6,0.39,1928-01-14
192802,"NY","NEW YORK",6,0.05,1928-01-14
192802,"DE","DELAWARE",0,0,1928-01-14
192802,"UT","UTAH",0,0,1928-01-14
192802,"WY","WYOMING",0,0,1928-01-14
192802,"AZ","ARIZONA",0,0,1928-01-14
192802,"VT","VERMONT",0,0,1928-01-14
192802,"WI","WISCONSIN",1,0.03,1928-01-14
192802,"PA","PENNSYLVANIA",3,0.03,1928-01-14
192802,"RI","RHODE ISLAND",0,0,1928-01-14
192802,"CA","CALIFORNIA",8,0.15,1928-01-14
192802,"SD","SOUTH DAKOTA",0,0,1928-01-14
192802,"MD","MARYLAND",1,0.06,1928-01-14
192803,"OK","OKLAHOMA",0,0,1928-01-21
192803,"ND","NORTH DAKOTA",0,0,1928-01-21
192803,"LA","LOUISIANA",0,0,1928-01-21
192803,"CT","CONNECTICUT",1,0.06,1928-01-21
192803,"CA","CALIFORNIA",6,0.11,1928-01-21
192803,"MA","MASSACHUSETTS",3,0.07,1928-01-21
192803,"ME","MAINE",0,0,1928-01-21
192803,"WY","WYOMING",0,0,1928-01-21
192803,"OR","OREGON",10,1.07,1928-01-21
192803,"FL","FLORIDA",0,0,1928-01-21
192803,"AR","ARKANSAS",0,0,1928-01-21
192803,"NE","NEBRASKA",0,0,1928-01-21
192803,"NC","NORTH CAROLINA",0,0,1928-01-21
192803,"TX","TEXAS",0,0,1928-01-21
192803,"MT","MONTANA",1,0.18,1928-01-21
192803,"AL","ALABAMA",1,0.04,1928-01-21
192803,"SC","SOUTH CAROLINA",6,0.35,1928-01-21
192803,"IL","ILLINOIS",2,0.03,1928-01-21
192803,"KS","KANSAS",0,0,1928-01-21
192803,"CO","COLORADO",0,0,1928-01-21
192803,"NY","NEW YORK",4,0.03,1928-01-21
192803,"SD","SOUTH DAKOTA",0,0,1928-01-21
192803,"PA","PENNSYLVANIA",2,0.02,1928-01-21
192803,"NJ","NEW JERSEY",0,0,1928-01-21
192803,"TN","TENNESSEE",0,0,1928-01-21
192803,"WV","WEST VIRGINIA",2,0.12,1928-01-21
192803,"WI","WISCONSIN",1,0.03,1928-01-21
192803,"MI","MICHIGAN",1,0.02,1928-01-21
192803,"ID","IDAHO",0,0,1928-01-21
192803,"WA","WASHINGTON",2,0.13,1928-01-21
192803,"IN","INDIANA",1,0.03,1928-01-21
192803,"NM","NEW MEXICO",0,0,1928-01-21
192803,"MN","MINNESOTA",0,0,1928-01-21
192803,"MS","MISSISSIPPI",0,0,1928-01-21
192803,"DE","DELAWARE",0,0,1928-01-21
192803,"MD","MARYLAND",0,0,1928-01-21
192803,"KY","KENTUCKY",0,0,1928-01-21
192803,"UT","UTAH",0,0,1928-01-21
192803,"RI","RHODE ISLAND",0,0,1928-01-21
192803,"OH","OHIO",4,0.06,1928-01-21
192803,"VT","VERMONT",0,0,1928-01-21
192803,"AZ","ARIZONA",0,0,1928-01-21
192803,"MO","MISSOURI",1,0.03,1928-01-21
192804,"TX","TEXAS",3,0.05,1928-01-28
192804,"FL","FLORIDA",0,0,1928-01-28
192804,"SC","SOUTH CAROLINA",4,0.23,1928-01-28
192804,"OK","OKLAHOMA",2,0.09,1928-01-28
192804,"MD","MARYLAND",0,0,1928-01-28
192804,"MT","MONTANA",0,0,1928-01-28
192804,"CA","CALIFORNIA",4,0.07,1928-01-28
192804,"ND","NORTH DAKOTA",1,0.15,1928-01-28
192804,"MA","MASSACHUSETTS",1,0.02,1928-01-28
192804,"AR","ARKANSAS",2,0.11,1928-01-28
192804,"NE","NEBRASKA",0,0,1928-01-28
192804,"RI","RHODE ISLAND",0,0,1928-01-28
192804,"WY","WYOMING",0,0,1928-01-28
192804,"LA","LOUISIANA",0,0,1928-01-28
192804,"WV","WEST VIRGINIA",2,0.12,1928-01-28
192804,"IN","INDIANA",4,0.12,1928-01-28
192804,"NM","NEW MEXICO",0,0,1928-01-28
192804,"AZ","ARIZONA",1,0.24,1928-01-28
192804,"CO","COLORADO",2,0.2,1928-01-28
192804,"WI","WISCONSIN",0,0,1928-01-28
192804,"OR","OREGON",5,0.53,1928-01-28
192804,"PA","PENNSYLVANIA",2,0.02,1928-01-28
192804,"ME","MAINE",0,0,1928-01-28
192804,"IL","ILLINOIS",4,0.05,1928-01-28
192804,"TN","TENNESSEE",1,0.04,1928-01-28
192804,"DC","DISTRICT OF COLUMBIA",0,0,1928-01-28
192804,"AL","ALABAMA",0,0,1928-01-28
192804,"IA","IOWA",0,0,1928-01-28
192804,"MS","MISSISSIPPI",0,0,1928-01-28
192804,"MN","MINNESOTA",0,0,1928-01-28
192804,"NC","NORTH CAROLINA",0,0,1928-01-28
192804,"DE","DELAWARE",0,0,1928-01-28
192804,"NY","NEW YORK",7,0.06,1928-01-28
192804,"NJ","NEW JERSEY",1,0.03,1928-01-28
192804,"KY","KENTUCKY",0,0,1928-01-28
192804,"WA","WASHINGTON",1,0.06,1928-01-28
192804,"GA","GEORGIA",0,0,1928-01-28
192804,"KS","KANSAS",0,0,1928-01-28
192804,"CT","CONNECTICUT",1,0.06,1928-01-28
192804,"NH","NEW HAMPSHIRE",0,0,1928-01-28
192804,"ID","IDAHO",0,0,1928-01-28
192804,"MI","MICHIGAN",1,0.02,1928-01-28
192804,"SD","SOUTH DAKOTA",0,0,1928-01-28
192804,"VT","VERMONT",0,0,1928-01-28
192804,"UT","UTAH",0,0,1928-01-28
192804,"OH","OHIO",0,0,1928-01-28
192804,"MO","MISSOURI",2,0.06,1928-01-28
192805,"FL","FLORIDA",0,0,1928-02-04
192805,"AL","ALABAMA",0,0,1928-02-04
192805,"TX","TEXAS",3,0.05,1928-02-04
192805,"CO","COLORADO",0,0,1928-02-04
192805,"ND","NORTH DAKOTA",0,0,1928-02-04
192805,"NY","NEW YORK",8,0.07,1928-02-04
192805,"TN","TENNESSEE",0,0,1928-02-04
192805,"MO","MISSOURI",0,0,1928-02-04
192805,"OK","OKLAHOMA",0,0,1928-02-04
192805,"NE","NEBRASKA",2,0.15,1928-02-04
192805,"RI","RHODE ISLAND",0,0,1928-02-04
192805,"GA","GEORGIA",0,0,1928-02-04
192805,"LA","LOUISIANA",0,0,1928-02-04
192805,"AR","ARKANSAS",0,0,1928-02-04
192805,"MT","MONTANA",0,0,1928-02-04
192805,"SC","SOUTH CAROLINA",3,0.17,1928-02-04
192805,"WY","WYOMING",0,0,1928-02-04
192805,"WV","WEST VIRGINIA",1,0.06,1928-02-04
192805,"WA","WASHINGTON",2,0.13,1928-02-04
192805,"NM","NEW MEXICO",2,0.48,1928-02-04
192805,"MS","MISSISSIPPI",0,0,1928-02-04
192805,"VT","VERMONT",0,0,1928-02-04
192805,"KS","KANSAS",0,0,1928-02-04
192805,"ME","MAINE",3,0.38,1928-02-04
192805,"MD","MARYLAND",2,0.12,1928-02-04
192805,"UT","UTAH",0,0,1928-02-04
192805,"MI","MICHIGAN",2,0.04,1928-02-04
192805,"OR","OREGON",3,0.32,1928-02-04
192805,"SD","SOUTH DAKOTA",1,0.15,1928-02-04
192805,"IL","ILLINOIS",3,0.04,1928-02-04
192805,"PA","PENNSYLVANIA",0,0,1928-02-04
192805,"CT","CONNECTICUT",2,0.13,1928-02-04
192805,"NJ","NEW JERSEY",1,0.03,1928-02-04
192805,"MA","MASSACHUSETTS",1,0.02,1928-02-04
192805,"MN","MINNESOTA",0,0,1928-02-04
192805,"OH","OHIO",2,0.03,1928-02-04
192805,"IA","IOWA",1,0.04,1928-02-04
192805,"WI","WISCONSIN",1,0.03,1928-02-04
192805,"AZ","ARIZONA",1,0.24,1928-02-04
192805,"NC","NORTH CAROLINA",0,0,1928-02-04
192805,"DE","DELAWARE",0,0,1928-02-04
192805,"ID","IDAHO",0,0,1928-02-04
192805,"CA","CALIFORNIA",17,0.32,1928-02-04
192805,"DC","DISTRICT OF COLUMBIA",0,0,1928-02-04
192805,"KY","KENTUCKY",0,0,1928-02-04
192805,"IN","INDIANA",0,0,1928-02-04
192805,"NH","NEW HAMPSHIRE",0,0,1928-02-04
192806,"ND","NORTH DAKOTA",0,0,1928-02-11
192806,"VT","VERMONT",0,0,1928-02-11
192806,"TX","TEXAS",0,0,1928-02-11
192806,"CO","COLORADO",1,0.1,1928-02-11
192806,"NM","NEW MEXICO",0,0,1928-02-11
192806,"SC","SOUTH CAROLINA",1,0.06,1928-02-11
192806,"NE","NEBRASKA",1,0.07,1928-02-11
192806,"NY","NEW YORK",3,0.03,1928-02-11
192806,"LA","LOUISIANA",0,0,1928-02-11
192806,"WY","WYOMING",0,0,1928-02-11
192806,"AL","ALABAMA",0,0,1928-02-11
192806,"WV","WEST VIRGINIA",0,0,1928-02-11
192806,"VA","VIRGINIA",1,0.04,1928-02-11
192806,"KS","KANSAS",0,0,1928-02-11
192806,"IL","ILLINOIS",2,0.03,1928-02-11
192806,"TN","TENNESSEE",1,0.04,1928-02-11
192806,"AR","ARKANSAS",0,0,1928-02-11
192806,"SD","SOUTH DAKOTA",2,0.29,1928-02-11
192806,"UT","UTAH",1,0.2,1928-02-11
192806,"MO","MISSOURI",0,0,1928-02-11
192806,"PA","PENNSYLVANIA",4,0.04,1928-02-11
192806,"FL","FLORIDA",0,0,1928-02-11
192806,"MD","MARYLAND",0,0,1928-02-11
192806,"MA","MASSACHUSETTS",2,0.05,1928-02-11
192806,"MI","MICHIGAN",3,0.06,1928-02-11
192806,"OR","OREGON",2,0.21,1928-02-11
192806,"NJ","NEW JERSEY",0,0,1928-02-11
192806,"KY","KENTUCKY",0,0,1928-02-11
192806,"DC","DISTRICT OF COLUMBIA",0,0,1928-02-11
192806,"ME","MAINE",0,0,1928-02-11
192806,"MT","MONTANA",0,0,1928-02-11
192806,"AZ","ARIZONA",0,0,1928-02-11
192806,"OK","OKLAHOMA",1,0.04,1928-02-11
192806,"DE","DELAWARE",0,0,1928-02-11
192806,"CA","CALIFORNIA",12,0.22,1928-02-11
192806,"CT","CONNECTICUT",0,0,1928-02-11
192806,"MS","MISSISSIPPI",0,0,1928-02-11
192806,"IA","IOWA",0,0,1928-02-11
192806,"NC","NORTH CAROLINA",0,0,1928-02-11
192806,"MN","MINNESOTA",0,0,1928-02-11
192806,"GA","GEORGIA",0,0,1928-02-11
192806,"WI","WISCONSIN",4,0.14,1928-02-11
192806,"RI","RHODE ISLAND",0,0,1928-02-11
192806,"WA","WASHINGTON",1,0.06,1928-02-11
192806,"NH","NEW HAMPSHIRE",0,0,1928-02-11
192806,"IN","INDIANA",0,0,1928-02-11
192806,"OH","OHIO",3,0.05,1928-02-11
192807,"SD","SOUTH DAKOTA",0,0,1928-02-18
192807,"AL","ALABAMA",2,0.08,1928-02-18
192807,"TX","TEXAS",0,0,1928-02-18
192807,"LA","LOUISIANA",0,0,1928-02-18
192807,"TN","TENNESSEE",0,0,1928-02-18
192807,"IA","IOWA",0,0,1928-02-18
192807,"SC","SOUTH CAROLINA",0,0,1928-02-18
192807,"ME","MAINE",0,0,1928-02-18
192807,"MS","MISSISSIPPI",0,0,1928-02-18
192807,"MT","MONTANA",0,0,1928-02-18
192807,"VT","VERMONT",0,0,1928-02-18
192807,"WV","WEST VIRGINIA",0,0,1928-02-18
192807,"OK","OKLAHOMA",1,0.04,1928-02-18
192807,"MA","MASSACHUSETTS",4,0.09,1928-02-18
192807,"RI","RHODE ISLAND",0,0,1928-02-18
192807,"PA","PENNSYLVANIA",1,0.01,1928-02-18
192807,"CO","COLORADO",0,0,1928-02-18
192807,"NE","NEBRASKA",0,0,1928-02-18
192807,"IL","ILLINOIS",1,0.01,1928-02-18
192807,"NY","NEW YORK",2,0.02,1928-02-18
192807,"AZ","ARIZONA",0,0,1928-02-18
192807,"IN","INDIANA",0,0,1928-02-18
192807,"NM","NEW MEXICO",1,0.24,1928-02-18
192807,"OH","OHIO",3,0.05,1928-02-18
192807,"GA","GEORGIA",0,0,1928-02-18
192807,"MO","MISSOURI",0,0,1928-02-18
192807,"AR","ARKANSAS",0,0,1928-02-18
192807,"ID","IDAHO",1,0.22,1928-02-18
192807,"WY","WYOMING",0,0,1928-02-18
192807,"MD","MARYLAND",0,0,1928-02-18
192807,"OR","OREGON",3,0.32,1928-02-18
192807,"MN","MINNESOTA",0,0,1928-02-18
192807,"KS","KANSAS",0,0,1928-02-18
192807,"CT","CONNECTICUT",0,0,1928-02-18
192807,"DE","DELAWARE",0,0,1928-02-18
192807,"UT","UTAH",2,0.4,1928-02-18
192807,"MI","MICHIGAN",0,0,1928-02-18
192807,"NH","NEW HAMPSHIRE",1,0.21,1928-02-18
192807,"DC","DISTRICT OF COLUMBIA",0,0,1928-02-18
192807,"NC","NORTH CAROLINA",1,0.03,1928-02-18
192807,"ND","NORTH DAKOTA",1,0.15,1928-02-18
192807,"NJ","NEW JERSEY",1,0.03,1928-02-18
192807,"KY","KENTUCKY",0,0,1928-02-18
192807,"WA","WASHINGTON",0,0,1928-02-18
192807,"FL","FLORIDA",0,0,1928-02-18
192807,"WI","WISCONSIN",2,0.07,1928-02-18
192807,"CA","CALIFORNIA",7,0.13,1928-02-18
192808,"ME","MAINE",0,0,1928-02-25
192808,"ND","NORTH DAKOTA",0,0,1928-02-25
192808,"SD","SOUTH DAKOTA",1,0.15,1928-02-25
192808,"LA","LOUISIANA",1,0.05,1928-02-25
192808,"NM","NEW MEXICO",2,0.48,1928-02-25
192808,"TX","TEXAS",0,0,1928-02-25
192808,"MO","MISSOURI",0,0,1928-02-25
192808,"AR","ARKANSAS",0,0,1928-02-25
192808,"MA","MASSACHUSETTS",2,0.05,1928-02-25
192808,"NE","NEBRASKA",0,0,1928-02-25
192808,"SC","SOUTH CAROLINA",1,0.06,1928-02-25
192808,"FL","FLORIDA",2,0.14,1928-02-25
192808,"ID","IDAHO",0,0,1928-02-25
192808,"OK","OKLAHOMA",4,0.17,1928-02-25
192808,"IL","ILLINOIS",1,0.01,1928-02-25
192808,"MN","MINNESOTA",1,0.04,1928-02-25
192808,"OH","OHIO",2,0.03,1928-02-25
192808,"AL","ALABAMA",3,0.11,1928-02-25
192808,"WV","WEST VIRGINIA",0,0,1928-02-25
192808,"NY","NEW YORK",4,0.03,1928-02-25
192808,"OR","OREGON",1,0.11,1928-02-25
192808,"MT","MONTANA",0,0,1928-02-25
192808,"UT","UTAH",0,0,1928-02-25
192808,"DE","DELAWARE",0,0,1928-02-25
192808,"CO","COLORADO",0,0,1928-02-25
192808,"PA","PENNSYLVANIA",1,0.01,1928-02-25
192808,"MD","MARYLAND",0,0,1928-02-25
192808,"WY","WYOMING",0,0,1928-02-25
192808,"GA","GEORGIA",0,0,1928-02-25
192808,"MI","MICHIGAN",1,0.02,1928-02-25
192808,"KS","KANSAS",0,0,1928-02-25
192808,"AZ","ARIZONA",0,0,1928-02-25
192808,"WA","WASHINGTON",1,0.06,1928-02-25
192808,"MS","MISSISSIPPI",1,0.05,1928-02-25
192808,"CT","CONNECTICUT",0,0,1928-02-25
192808,"IN","INDIANA",0,0,1928-02-25
192808,"NC","NORTH CAROLINA",0,0,1928-02-25
192808,"KY","KENTUCKY",0,0,1928-02-25
192808,"NJ","NEW JERSEY",0,0,1928-02-25
192808,"WI","WISCONSIN",1,0.03,1928-02-25
192808,"RI","RHODE ISLAND",0,0,1928-02-25
192808,"TN","TENNESSEE",0,0,1928-02-25
192808,"IA","IOWA",1,0.04,1928-02-25
192808,"CA","CALIFORNIA",6,0.11,1928-02-25
192808,"VT","VERMONT",0,0,1928-02-25
192809,"ME","MAINE",0,0,1928-03-03
192809,"SD","SOUTH DAKOTA",0,0,1928-03-03
192809,"MA","MASSACHUSETTS",6,0.14,1928-03-03
192809,"SC","SOUTH CAROLINA",2,0.12,1928-03-03
192809,"IN","INDIANA",0,0,1928-03-03
192809,"TN","TENNESSEE",0,0,1928-03-03
192809,"IL","ILLINOIS",1,0.01,1928-03-03
192809,"OK","OKLAHOMA",1,0.04,1928-03-03
192809,"LA","LOUISIANA",2,0.1,1928-03-03
192809,"WY","WYOMING",0,0,1928-03-03
192809,"NE","NEBRASKA",1,0.07,1928-03-03
192809,"AL","ALABAMA",0,0,1928-03-03
192809,"KS","KANSAS",0,0,1928-03-03
192809,"VA","VIRGINIA",1,0.04,1928-03-03
192809,"DC","DISTRICT OF COLUMBIA",0,0,1928-03-03
192809,"PA","PENNSYLVANIA",2,0.02,1928-03-03
192809,"WV","WEST VIRGINIA",1,0.06,1928-03-03
192809,"MT","MONTANA",0,0,1928-03-03
192809,"ND","NORTH DAKOTA",1,0.15,1928-03-03
192809,"ID","IDAHO",1,0.22,1928-03-03
192809,"NY","NEW YORK",4,0.03,1928-03-03
192809,"WI","WISCONSIN",0,0,1928-03-03
192809,"FL","FLORIDA",0,0,1928-03-03
192809,"WA","WASHINGTON",4,0.26,1928-03-03
192809,"RI","RHODE ISLAND",0,0,1928-03-03
192809,"OH","OHIO",1,0.02,1928-03-03
192809,"MD","MARYLAND",2,0.12,1928-03-03
192809,"AZ","ARIZONA",0,0,1928-03-03
192809,"VT","VERMONT",0,0,1928-03-03
192809,"OR","OREGON",3,0.32,1928-03-03
192809,"DE","DELAWARE",0,0,1928-03-03
192809,"CO","COLORADO",0,0,1928-03-03
192809,"NC","NORTH CAROLINA",1,0.03,1928-03-03
192809,"MS","MISSISSIPPI",2,0.1,1928-03-03
192809,"AR","ARKANSAS",0,0,1928-03-03
192809,"MO","MISSOURI",0,0,1928-03-03
192809,"NJ","NEW JERSEY",0,0,1928-03-03
192809,"NH","NEW HAMPSHIRE",1,0.21,1928-03-03
192809,"GA","GEORGIA",0,0,1928-03-03
192809,"NM","NEW MEXICO",0,0,1928-03-03
192809,"MI","MICHIGAN",0,0,1928-03-03
192809,"UT","UTAH",0,0,1928-03-03
192809,"CA","CALIFORNIA",8,0.15,1928-03-03
192809,"KY","KENTUCKY",0,0,1928-03-03
192809,"CT","CONNECTICUT",1,0.06,1928-03-03
192809,"MN","MINNESOTA",0,0,1928-03-03
192809,"TX","TEXAS",0,0,1928-03-03
192809,"IA","IOWA",0,0,1928-03-03
192810,"SD","SOUTH DAKOTA",0,0,1928-03-10
192810,"AR","ARKANSAS",0,0,1928-03-10
192810,"SC","SOUTH CAROLINA",1,0.06,1928-03-10
192810,"WA","WASHINGTON",1,0.06,1928-03-10
192810,"TN","TENNESSEE",0,0,1928-03-10
192810,"KS","KANSAS",1,0.05,1928-03-10
192810,"MN","MINNESOTA",0,0,1928-03-10
192810,"AL","ALABAMA",0,0,1928-03-10
192810,"ME","MAINE",2,0.25,1928-03-10
192810,"ID","IDAHO",0,0,1928-03-10
192810,"NC","NORTH CAROLINA",0,0,1928-03-10
192810,"MO","MISSOURI",1,0.03,1928-03-10
192810,"OK","OKLAHOMA",1,0.04,1928-03-10
192810,"MA","MASSACHUSETTS",1,0.02,1928-03-10
192810,"IN","INDIANA",1,0.03,1928-03-10
192810,"NE","NEBRASKA",2,0.15,1928-03-10
192810,"OH","OHIO",0,0,1928-03-10
192810,"UT","UTAH",0,0,1928-03-10
192810,"NY","NEW YORK",5,0.04,1928-03-10
192810,"PA","PENNSYLVANIA",0,0,1928-03-10
192810,"MD","MARYLAND",0,0,1928-03-10
192810,"OR","OREGON",2,0.21,1928-03-10
192810,"CO","COLORADO",1,0.1,1928-03-10
192810,"WV","WEST VIRGINIA",1,0.06,1928-03-10
192810,"FL","FLORIDA",1,0.07,1928-03-10
192810,"MI","MICHIGAN",0,0,1928-03-10
192810,"MS","MISSISSIPPI",0,0,1928-03-10
192810,"CT","CONNECTICUT",0,0,1928-03-10
192810,"VT","VERMONT",0,0,1928-03-10
192810,"RI","RHODE ISLAND",0,0,1928-03-10
192810,"WI","WISCONSIN",0,0,1928-03-10
192810,"DE","DELAWARE",0,0,1928-03-10
192810,"ND","NORTH DAKOTA",1,0.15,1928-03-10
192810,"GA","GEORGIA",0,0,1928-03-10
192810,"NH","NEW HAMPSHIRE",0,0,1928-03-10
192810,"CA","CALIFORNIA",6,0.11,1928-03-10
192810,"WY","WYOMING",0,0,1928-03-10
192810,"NM","NEW MEXICO",0,0,1928-03-10
192810,"TX","TEXAS",0,0,1928-03-10
192810,"NJ","NEW JERSEY",0,0,1928-03-10
192810,"IL","ILLINOIS",3,0.04,1928-03-10
192810,"AZ","ARIZONA",0,0,1928-03-10
192810,"KY","KENTUCKY",0,0,1928-03-10
192810,"LA","LOUISIANA",0,0,1928-03-10
192810,"IA","IOWA",0,0,1928-03-10
192811,"NC","NORTH CAROLINA",0,0,1928-03-17
192811,"AR","ARKANSAS",1,0.05,1928-03-17
192811,"SC","SOUTH CAROLINA",1,0.06,1928-03-17
192811,"WA","WASHINGTON",3,0.19,1928-03-17
192811,"MA","MASSACHUSETTS",2,0.05,1928-03-17
192811,"LA","LOUISIANA",0,0,1928-03-17
192811,"MI","MICHIGAN",1,0.02,1928-03-17
192811,"UT","UTAH",0,0,1928-03-17
192811,"MT","MONTANA",0,0,1928-03-17
192811,"WV","WEST VIRGINIA",1,0.06,1928-03-17
192811,"SD","SOUTH DAKOTA",3,0.44,1928-03-17
192811,"NE","NEBRASKA",1,0.07,1928-03-17
192811,"NY","NEW YORK",0,0,1928-03-17
192811,"CO","COLORADO",0,0,1928-03-17
192811,"IN","INDIANA",0,0,1928-03-17
192811,"AL","ALABAMA",1,0.04,1928-03-17
192811,"ME","MAINE",0,0,1928-03-17
192811,"WY","WYOMING",0,0,1928-03-17
192811,"TN","TENNESSEE",0,0,1928-03-17
192811,"OH","OHIO",2,0.03,1928-03-17
192811,"PA","PENNSYLVANIA",1,0.01,1928-03-17
192811,"MN","MINNESOTA",0,0,1928-03-17
192811,"FL","FLORIDA",0,0,1928-03-17
192811,"NH","NEW HAMPSHIRE",0,0,1928-03-17
192811,"OK","OKLAHOMA",0,0,1928-03-17
192811,"ID","IDAHO",0,0,1928-03-17
192811,"MD","MARYLAND",0,0,1928-03-17
192811,"MO","MISSOURI",0,0,1928-03-17
192811,"VT","VERMONT",0,0,1928-03-17
192811,"KS","KANSAS",1,0.05,1928-03-17
192811,"OR","OREGON",2,0.21,1928-03-17
192811,"DE","DELAWARE",0,0,1928-03-17
192811,"NJ","NEW JERSEY",1,0.03,1928-03-17
192811,"WI","WISCONSIN",0,0,1928-03-17
192811,"CT","CONNECTICUT",0,0,1928-03-17
192811,"TX","TEXAS",0,0,1928-03-17
192811,"CA","CALIFORNIA",3,0.06,1928-03-17
192811,"IL","ILLINOIS",1,0.01,1928-03-17
192811,"ND","NORTH DAKOTA",1,0.15,1928-03-17
192811,"GA","GEORGIA",0,0,1928-03-17
192811,"RI","RHODE ISLAND",0,0,1928-03-17
192811,"KY","KENTUCKY",0,0,1928-03-17
192811,"IA","IOWA",0,0,1928-03-17
192811,"MS","MISSISSIPPI",0,0,1928-03-17
192811,"AZ","ARIZONA",0,0,1928-03-17
192812,"DE","DELAWARE",0,0,1928-03-24
192812,"UT","UTAH",0,0,1928-03-24
192812,"ID","IDAHO",0,0,1928-03-24
192812,"AR","ARKANSAS",0,0,1928-03-24
192812,"DC","DISTRICT OF COLUMBIA",1,0.21,1928-03-24
192812,"KS","KANSAS",1,0.05,1928-03-24
192812,"IN","INDIANA",0,0,1928-03-24
192812,"CO","COLORADO",0,0,1928-03-24
192812,"MN","MINNESOTA",0,0,1928-03-24
192812,"AZ","ARIZONA",0,0,1928-03-24
192812,"MI","MICHIGAN",1,0.02,1928-03-24
192812,"NJ","NEW JERSEY",1,0.03,1928-03-24
192812,"KY","KENTUCKY",3,0.12,1928-03-24
192812,"TN","TENNESSEE",0,0,1928-03-24
192812,"FL","FLORIDA",0,0,1928-03-24
192812,"NC","NORTH CAROLINA",0,0,1928-03-24
192812,"RI","RHODE ISLAND",0,0,1928-03-24
